Unnamed: 0,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average
210,593.0,61.67039175,17.96969696969697,4.636363636363637,40.034618484848494,11.014615151515152,2.658181818181818,1.7863636363636362,0.9515151515151516,0.4987021212121213,1.86879975
214,385.0,34.16939175,11.666666666666664,4.636363636363637,23.563497272727272,11.107545454545452,2.6463636363636365,1.766060606060606,0.9315151515151516,0.5122293939393939,1.0354361136363637
299,107.0,22.325328,15.285714285714285,4.285714285714286,32.687178857142854,10.967771428571426,2.63,1.747142857142857,0.9185714285714284,0.4807514285714286,3.1893325714285714
197,144.0,22.707,36.0,4.5,84.1611,8.932974999999997,2.24,1.9075,1.2,0.4628675,5.67675
412,288.0,23.912312,10.285714285714286,4.571428571428571,20.86836578,10.50705714285714,2.5960714285714284,1.772857142857143,0.9485714285714286,0.4943871428571429,0.8540111428571429
369,135.0,11.206324,11.25,4.583333333333333,22.757818791666665,10.459208333333336,2.575833333333333,1.731666666666667,0.9733333333333332,0.4953025,0.9338603333333332
312,348.0,23.290973000000005,7.565217391304348,4.173913043478262,14.928258195652177,12.286128260869566,2.749565217391305,1.5297826086956523,0.6826086956521739,0.6273463043478261,0.5063255000000001
509,454.0,35.30196299999999,11.073170731707316,4.975609756097562,22.278910621951223,11.111646341463416,2.7231707317073166,1.7534146341463417,0.9097560975609756,0.4977526829268293,0.8610234878048779
26,362.0,37.68639975,17.238095238095234,4.761904761904762,39.6271985,11.453147619047618,2.77952380952381,1.7147619047619052,0.8847619047619049,0.5097547619047619,1.7945904642857142
542,555.4,69.14142425,7.3465608465608465,3.3412698412698414,14.62165910714286,12.40335343915344,2.5957936507936514,1.4644179894179896,0.6280423280423281,0.6985566137566138,0.9145691038359788
150,720.0,116.129292,10.0,3.888888888888889,20.528928166666667,11.813072222222226,2.6927777777777777,1.5488888888888888,0.7355555555555555,0.6016088888888889,1.6129068333333332
449,122.0,14.091992,12.2,4.8,24.808518,11.20276,2.727,1.767,0.91,0.496167,1.4091992
384,278.0,34.055328,39.71428571428572,5.142857142857143,97.94230285714283,10.960357142857143,2.7371428571428567,1.7342857142857144,0.9871428571428572,0.4553328571428572,4.865046857142857
207,366.0,33.241971,11.4375,4.625,23.560949575,10.85110625,2.6340625,1.7915625,0.945,0.492723125,1.03881159375
107,60.0,12.902,20.0,4.666666666666667,40.93713333333333,9.4533,2.356666666666667,1.856666666666667,1.0833333333333333,0.4916733333333334,4.300666666666667
587,574.0,68.346642,10.436363636363636,3.5636363636363635,23.71077927272727,13.065292727272729,2.752,1.3972727272727272,0.5856363636363636,0.7063972727272727,1.2426662181818182
116,50.0,3.253996,10.0,4.8,20.016938,11.64556,2.774,1.714,0.882,0.499726,0.6507991999999999
92,250.0,34.1891515,11.363636363636363,4.363636363636363,23.26685811363636,11.322854545454543,2.6954545454545453,1.7022727272727274,0.8500000000000001,0.53838,1.554052340909091
620,106.0,16.601327999999995,15.142857142857142,4.571428571428571,31.834302857142852,11.63035714285714,2.7085714285714286,1.7428571428571429,0.8714285714285713,0.48802,2.371618285714285
392,78.0,5.6253280000000006,11.142857142857142,4.571428571428571,22.35173142857143,10.911928571428572,2.567142857142857,1.7457142857142858,0.9771428571428572,0.49876,0.8036182857142858
558,36.0,0.8649950000000001,18.0,4.0,37.27215,8.65415,1.99,2.25,1.5,0.48273,0.4324975
466,256.0,23.3814855,8.0,3.6875,15.883778031249998,11.974778125,2.5909375000000003,1.5287499999999998,0.7118749999999999,0.6513800000000001,0.730671421875
273,58.0,6.283996,11.6,4.4,24.033618,11.06572,2.634,1.6800000000000002,0.96,0.490654,1.2567992
123,564.0,44.4654595,10.444444444444445,4.666666666666667,20.980445203703702,11.101775925925928,2.6703703703703705,1.7135185185185184,0.897037037037037,0.5159053703703704,0.8234344351851852
49,130.0,13.355328,21.66666666666667,5.666666666666668,50.54252,12.041516666666665,3.023333333333333,1.65,0.8416666666666668,0.4824666666666666,2.2258880000000003
404,431.7,53.803002,9.244111349036404,4.211991434689507,18.830035256873657,11.690603211991435,2.738565310492505,1.5586509635974304,0.7537473233404711,0.5779256745182013,1.1520985438972162
532,284.0,55.034,40.57142857142857,2.8571428571428568,93.96814285714288,7.532971428571429,1.9242857142857144,2.091428571428572,1.3257142857142856,0.4375828571428572,7.862
22,232.0,29.12639975,11.047619047619047,4.761904761904762,22.76056459523809,11.560509523809523,2.8033333333333337,1.6766666666666667,0.8266666666666668,0.5161538095238095,1.386971416666667
181,488.0,73.79013549999998,11.902439024390244,4.682926829268292,24.428765853658533,11.574673170731709,2.8041463414634147,1.701463414634146,0.824390243902439,0.5178409756097562,1.7997594024390242
206,358.0,33.24039175,10.848484848484848,4.484848484848484,22.28821989090909,10.954069696969697,2.6293939393939394,1.7636363636363634,0.9151515151515152,0.5084778787878789,1.0072845984848484
159,226.0,18.204399750000004,10.272727272727272,4.727272727272728,20.65217479545455,11.148754545454542,2.702272727272728,1.6954545454545455,0.8754545454545455,0.519605,0.8274727159090911
149,564.0,54.029292000000005,7.833333333333332,4.055555555555555,15.71835125,11.493638888888889,2.65611111111111,1.5155555555555555,0.7355555555555555,0.6043172222222223,0.7504068333333334
147,728.0,113.177292,10.111111111111107,4.0,20.65142388888889,12.053727777777777,2.725,1.5777777777777782,0.7244444444444444,0.6034611111111112,1.5719068333333333
294,28.0,0.973995,14.0,4.0,29.21788464,9.05335,2.045,2.01,1.3,0.4789899999999999,0.4869975
552,93.0,10.082327,7.75,3.9166666666666665,15.57035849983333,12.874275000000004,2.7883333333333336,1.4466666666666663,0.6208333333333335,0.6598700000000001,0.8401939166666668
405,88.0,13.551332,44.0,4.0,108.295515,12.0278,2.67,1.875,0.98,0.44942,6.775666
180,390.0,30.8521355,9.51219512195122,4.682926829268292,19.043717073170733,11.530931707317071,2.715365853658537,1.6485365853658531,0.8517073170731708,0.5226504878048781,0.7524911097560976
265,98.0,13.35,49.0,5.0,119.6295,8.888349999999997,2.19,1.91,1.245,0.44736,6.675
266,312.0,38.844,44.57142857142857,5.428571428571429,107.62811428571428,9.0611,2.2742857142857145,1.9085714285714288,1.23,0.4551385714285714,5.549142857142856
102,790.0,105.514,39.5,5.3,93.78445,9.273855,2.279,1.907,1.2145,0.457149,5.2757
476,568.0,63.368979,27.04761904761905,5.428571428571429,64.58836409495238,11.663257142857145,2.857619047619047,1.6900000000000002,0.9142857142857144,0.4719685714285714,3.017570428571428
471,240.0,44.191,34.285714285714285,3.7142857142857135,77.36308571428572,8.916714285714287,2.225714285714285,1.97,1.2285714285714289,0.4604228571428571,6.3130000000000015
42,80.0,5.876743749999998,8.888888888888891,4.4444444444444455,17.994228864222222,11.477833333333333,2.6811111111111106,1.6233333333333333,0.8277777777777778,0.5485311111111112,0.6529715277777777
490,92.0,19.334,30.66666666666667,4.0,68.56273,9.159866666666668,1.95,1.913333333333333,1.2133333333333332,0.4488266666666667,6.4446666666666665
41,80.0,5.876907999999999,10.0,5.0,20.492449117625004,11.68835,2.80875,1.6825,0.88625,0.489795,0.7346134999999999
618,210.0,12.51940075,6.1764705882352935,3.7647058823529416,12.117015867529412,12.752929411764706,2.730882352941176,1.4041176470588237,0.5970588235294118,0.6856432352941177,0.368217669117647
357,106.0,19.6268275,10.6,3.8,22.111243,12.20004,2.7950000000000004,1.5419999999999998,0.703,0.5896600000000001,1.96268275
248,112.0,13.044328,18.666666666666668,4.5,40.968055,11.241433333333331,2.763333333333333,1.7633333333333334,0.98,0.4800083333333334,2.1740546666666667
316,406.0,31.8001355,9.902439024390244,4.682926829268292,19.851597,11.362826829268291,2.7004878048780485,1.673170731707317,0.8668292682926829,0.5222117073170731,0.7756130609756098
209,411.0,36.136971,12.84375,4.78125,26.230985625,11.003309375,2.645,1.7978125,0.966875,0.4959356250000001,1.12928034375
127,557.0,39.6494595,10.314814814814817,4.537037037037037,20.85344705555556,10.872007407407413,2.647037037037037,1.7705555555555554,0.9307407407407408,0.5142098148148149,0.73424925
177,100.0,5.62148,10.0,4.8,20.9941265318,12.59399,2.8280000000000003,1.747,0.964,0.475954,0.562148
334,138.0,11.437322,5.52,3.52,10.930223542399998,12.082260000000002,2.6184,1.5096,0.6464,0.6497568000000001,0.45749288
344,164.0,17.685487499999994,9.647058823529411,4.705882352941177,19.63303417623529,12.013247058823527,2.837058823529412,1.571764705882353,0.7611764705882352,0.5518929411764706,1.040322794117647
362,82.0,13.89,41.0,4.0,95.225235,9.08885,2.28,1.97,1.29,0.437,6.945
444,228.0,24.409986,28.5,5.5,68.16233625,11.6104,2.8487500000000003,1.725,0.94625,0.468765,3.05124825
271,152.0,6.9074895000000005,5.846153846153847,3.3846153846153846,11.390171867692306,12.488273076923075,2.607692307692308,1.4603846153846154,0.6415384615384615,0.6875565384615385,0.2656726730769231
96,76.0,15.751995999999998,15.2,4.4,31.937418,11.33182,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.4862359999999999,3.1503992000000003
184,122.0,10.960656,9.384615384615383,4.9230769230769225,18.91155692307692,11.381338461538462,2.8,1.7315384615384617,0.8323076923076923,0.4939269230769231,0.8431273846153846
20,379.0,46.19539975,18.047619047619047,4.714285714285714,41.38155380952381,11.595571428571429,2.8038095238095235,1.7209523809523808,0.8733333333333335,0.5092704761904762,2.1997809404761903
523,127.0,26.092,31.75,4.25,70.86454624999998,9.251425,1.985,1.88,1.1925,0.449615,6.5230000000000015
499,418.0,32.985963,10.195121951219512,4.878048780487805,20.61176616146341,11.016612195121953,2.7163414634146346,1.7495121951219512,0.8960975609756098,0.4957468292682927,0.8045356829268292
609,558.0,67.01329899999999,8.365817091454272,3.859070464767616,16.790440179910046,12.363634782608695,2.713043478260869,1.5186956521739132,0.6695352323838081,0.6442812743628186,1.0046971364317838
191,77.0,11.2954955,9.625,3.875,19.705225,12.1934125,2.745,1.5425,0.695,0.617395,1.4119369375
280,376.9,31.280203,9.060096153846157,4.637019230769232,18.18793610091346,11.468539182692306,2.7472355769230763,1.6463942307692312,0.8016826923076923,0.544180841346154,0.7519279567307693
553,68.0,4.243996,13.6,4.8,29.525338,11.5619,2.764,1.75,0.914,0.486658,0.8487992
421,58.0,4.075328000000002,9.666666666666666,5.0,19.397353333333328,11.711716666666668,2.828333333333333,1.6516666666666666,0.85,0.4987149999999999,0.6792213333333335
459,236.0,18.20589925,9.44,4.48,18.89450222,11.443499999999998,2.6916,1.6407999999999998,0.8216,0.5566228000000001,0.72823597
0,110.0,23.0,36.66666666666666,2.6666666666666665,82.59846666666667,8.504133333333334,2.1466666666666665,2.0066666666666664,1.2533333333333334,0.4568033333333333,7.666666666666668
187,574.0,87.89663600000002,15.513513513513516,4.648648648648648,33.34512675675676,11.319354054054056,2.7956756756756755,1.7291891891891893,0.9145945945945948,0.4834724324324325,2.3755847567567567
408,448.0,30.2904645,7.724137931034483,4.275862068965517,15.25794425862069,12.27828448275862,2.77,1.5432758620689655,0.6886206896551724,0.6178922413793103,0.5222493879310345
216,575.0,59.70439175,17.424242424242426,4.636363636363637,38.72077,11.020499999999998,2.664545454545454,1.7827272727272727,0.9466666666666668,0.4993384848484849,1.8092239924242424
385,3328.0,4.4896195,8.0,5.9519230769230775,15.999171991730767,13.569408894230769,3.4199038461538467,1.5222596153846155,0.6440384615384614,0.5022797355769231,0.0107923545673076
516,111.0,13.612327000000002,9.25,3.9166666666666665,19.232677916666667,12.8161,2.773333333333333,1.4508333333333334,0.63,0.6562183333333333,1.1343605833333334
196,362.0,54.207322,51.71428571428572,4.0,127.03700428571427,11.614757142857142,2.48,1.9914285714285715,1.1314285714285717,0.4363314285714286,7.7439031428571425
574,90.0,7.736488,10.0,5.333333333333333,20.44888925844444,12.160144444444445,2.9822222222222217,1.6444444444444444,0.82,0.4899577777777778,0.8596097777777778
486,63.0,9.773996,12.6,4.8,26.2038268,11.288,2.754,1.7420000000000002,0.8699999999999999,0.4907199999999999,1.9547992
536,124.0,15.266328,20.666666666666668,5.0,46.44374833333333,11.63995,2.901666666666667,1.72,0.92,0.4767116666666666,2.544388
27,235.0,22.52139975,11.190476190476188,4.714285714285714,22.719772857142853,11.525985714285715,2.7614285714285707,1.710952380952381,0.8695238095238096,0.5195676190476191,1.0724476071428573
287,260.0,16.684981,6.842105263157895,3.789473684210527,13.48303251473684,12.188505263157897,2.6578947368421053,1.5047368421052632,0.6736842105263158,0.6531652631578947,0.439078447368421
221,410.0,35.702971000000005,12.8125,4.78125,26.20264325,10.988671875,2.6362499999999995,1.7981250000000002,0.9684375,0.4956075,1.11571784375
253,173.0,25.721328,28.83333333333333,4.666666666666667,68.70049999999999,11.35495,2.75,1.765,0.985,0.4683433333333333,4.286887999999999
192,92.0,6.697992,9.2,4.8,18.439538,11.79886,2.805,1.656,0.8480000000000001,0.4991960000000001,0.6697991999999999
335,70.0,3.7468275,7.777777777777778,4.4444444444444455,15.37487,12.588166666666664,2.8322222222222213,1.4811111111111108,0.6977777777777777,0.60856,0.4163141666666667
293,382.0,3.6074435,8.127659574468085,5.702127659574468,16.215127021276597,13.38826170212766,3.317021276595745,1.5248936170212766,0.6582978723404256,0.5209170212765958,0.0767541170212766
71,128.0,20.415992000000006,12.8,4.8,26.385218,11.38168,2.81,1.7400000000000002,0.86,0.49282,2.0415992000000003
463,246.0,23.380648,11.181818181818182,4.909090909090909,22.64556804545455,11.23676818181818,2.7686363636363645,1.7236363636363636,0.8899999999999999,0.4964981818181819,1.0627567272727274
420,132.0,23.656743750000004,14.666666666666664,4.222222222222221,31.446287222222228,11.881144444444445,2.801111111111111,1.6077777777777778,0.7955555555555555,0.5383777777777777,2.6285270833333336
21,222.0,17.34639975,10.571428571428571,4.761904761904762,21.345322309523805,11.434719047619048,2.7509523809523806,1.7014285714285715,0.8695238095238096,0.5203414285714286,0.8260190357142857
612,710.0,50.797608,11.26984126984127,4.825396825396825,22.698901375428573,11.213325396825397,2.683174603174603,1.752063492063492,0.9457142857142856,0.4966171428571429,0.8063112380952382
285,390.0,31.2321355,9.51219512195122,4.682926829268292,19.11021989170732,11.327639024390244,2.7114634146341463,1.6802439024390243,0.8536585365853658,0.5213246341463414,0.7617594024390244
322,233.0,17.05539975,10.590909090909092,4.681818181818182,21.2474685,11.154545454545453,2.674545454545455,1.7168181818181816,0.8981818181818181,0.5203877272727273,0.7752454431818182
375,9852.0,27.4218755,7.977327935222672,5.967611336032388,15.953774515789476,13.582798299595142,3.4263805668016185,1.5215870445344133,0.6415222672064778,0.5007827692307691,0.0222039477732793
414,61.0,14.632,30.5,3.5,66.8074975,8.71425,1.96,1.91,1.185,0.4587699999999999,7.316000000000002
238,252.0,39.964992,28.0,4.666666666666667,66.44510444444444,11.371833333333337,2.751111111111112,1.7755555555555556,0.9822222222222222,0.4689922222222223,4.440554666666666
228,574.0,59.27039175,17.393939393939394,4.636363636363637,38.69328648484849,11.00630606060606,2.656060606060606,1.7830303030303032,0.9481818181818182,0.4990203030303031,1.7960724772727268
303,450.0,38.405968,10.975609756097562,4.878048780487805,22.11563295121952,10.88956585365854,2.6878048780487807,1.7356097560975612,0.9180487804878048,0.4970075609756098,0.9367309268292682
162,156.0,25.021992,17.333333333333332,4.4444444444444455,37.51688,11.458755555555555,2.8522222222222213,1.724444444444445,0.9111111111111108,0.4831422222222222,2.780221333333333
368,174.0,26.731324,14.5,4.333333333333333,29.97368416666667,10.938358333333332,2.6308333333333334,1.781666666666667,0.9733333333333332,0.4912400000000001,2.227610333333333
604,474.4,36.096299,7.112443778110944,3.949025487256372,14.028482623688154,12.20731544227886,2.6965067466266865,1.494617691154423,0.6659670164917542,0.6456874212893553,0.5411738980509745
313,350.0,23.682973000000004,7.446808510638298,4.085106382978723,14.736200331063827,12.11333829787234,2.7093617021276595,1.5446808510638297,0.6991489361702128,0.6237412765957447,0.5038930425531916
305,266.0,44.30998400000001,11.565217391304348,4.521739130434782,24.134264578260865,11.12766956521739,2.6291304347826085,1.7013043478260867,0.8813043478260868,0.4846265217391304,1.9265210434782607
